geoserver,nombre,descripcion,wfs_activo,fallas_wfs_90d,bbox_area,n_features,bytes_estimados,errores_evaluar,errores_archivar,archivado,fecha_ultima_evaluacion,fecha_ultimo_archivo_intento,fecha_archivado
mdryt.observatorioagro,bolivia:ARROZ_COMUNIDAD,,True,24,151.627048,3902.000000,2090692.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:CULTIVOS_INDUSTRIALES_Y_DE_CONSUMO,,True,24,33.564519,33.000000,2170014.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:PTS_quema2023,,True,24,0.449367,123.000000,2230826.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:potasio,,True,24,161.363453,7.000000,2269471.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:CEBOLLA_COMUNIDAD,,True,24,152.111227,4295.000000,2350224.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:PLATANO_POSTRE_COMUNIDAD,,True,24,151.497985,4375.000000,2383500.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SORA_Fuentes_Agua,,True,24,74.987862,4108.000000,2396607.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:APROVECHAMIENTO_FORRAJERO,,True,24,13.673728,75.000000,2743080.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:RIEGO_2012,,True,24,86.930529,5817.000000,2864291.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:ARVEJA_VERDE_COMUNIDAD,,True,24,118.602732,5572.000000,3038969.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:ZONA__URBANA,,True,24,149.021214,248.000000,3174102.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:Caminos_Vecinales,,True,24,157.603066,626.000000,3237046.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:magnecio,,True,24,161.363453,4.000000,3554146.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:EXPLOTACION_DE_SALMUERAS_Y_EVAPORITAS,,True,24,7.176021,15.000000,3596109.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:CE,,True,24,161.363453,7.000000,3610676.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:GANADERIA_BOVINA_USO_LIMITADO,,True,24,73.891983,26.000000,3657555.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:TRIGO_COMUNIDAD,,True,24,102.313419,7038.000000,3707618.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:calicatas_mdryt,,True,24,154.784747,5959.000000,3770855.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:PASTOREO_LIMITADO,,True,24,52.526521,209.000000,3927988.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:CULTIVOS_DE_HORTALIZAS_Y_FRUTAS,,True,24,25.137874,17.000000,3942375.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:Sodio,,True,24,161.363453,9.000000,4038943.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:calcio,,True,24,161.363453,6.000000,4258896.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:nitrogeno_total,,True,24,161.363453,6.000000,4264375.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:CICE,,True,24,161.363453,8.000000,4273491.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:Inventario_Sistemas_Riego_2012,,True,24,43.574183,5584.000000,4276227.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:HABA_VERDE_COMUNIDAD,,True,24,50.451816,7850.000000,4353610.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:CEBADA_GRANO_COMUNIDAD,,True,24,100.008302,7882.000000,4505351.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:ANDINISMO,,True,24,33.133350,39.000000,4560660.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:MAIZ_COMUNIDAD,,True,24,154.788440,12657.000000,4571708.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:prof_efectiva,,True,24,154.784747,9.000000,4892015.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:MO,,True,24,161.363453,7.000000,4937069.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:TAR_quema2023,,True,24,2.877965,552.000000,5151706.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:AGROPECUARIO_LIMITADO,,True,24,10.264833,31.000000,5747319.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_ARROZ,,True,24,4.041903,7143.000000,5921547.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:PAPA_COMUNIDAD,,True,24,125.856389,12183.000000,6649481.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:Limite_Departamental,,True,24,161.363453,9.000000,6794059.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_TRIGO,,True,24,1.291867,3039.000000,6853553.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:PASTOREO_Y_RAMONEO,,True,24,20.650631,15.000000,7604916.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:FORESTAL_MADERABLE_Y_NO_MADERABLE_LIMITADO,,True,24,64.964300,73.000000,7681848.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:Comunidades,,True,24,156.096671,19413.000000,7804026.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:Desertificacion,,True,24,103.573799,697.000000,7822013.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:UH_Nivel1,,True,24,161.353730,3.000000,8008693.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_MAIZ_PRED_CULT,,True,24,21.741776,10268.000000,8019308.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:AGROINDUSTRIAL_Y_EXPORTACION,,True,24,14.463058,25.000000,8195840.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:UH_Nivel4,,True,24,161.353730,338.000000,8392675.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:Presencia_Carbono_P1,,True,24,161.278429,1190.000000,8486842.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:RAMAJE_PARA_COMBUSTIBLE,,True,24,33.731891,52.000000,8539409.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:Territorio_Indigena_Originario,,True,24,141.181040,1391.000000,8632824.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:BENI_MAIZ_PRED_CULT,,True,24,2.521540,972.000000,10802225.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:BENI_ARROZ_PRED_CULT,,True,24,2.521540,972.000000,10803197.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:FORESTAL_LIMITADO,,True,24,56.140949,78.000000,16431152.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:BENI_SOYA,,True,24,1.982453,42614.000000,17284238.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:UH_Nivel2,,True,24,161.353730,14.000000,18265467.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_TRIGO_PRED_CULT,,True,24,1.380787,5668.000000,18409664.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:PISCICOLA_Y_CAPTACION_DE_AGUA,,True,24,159.600903,271.000000,20721690.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:CHUQUISACA_MAIZ_PRED_CULT,,True,24,9.685581,22184.000000,20826339.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:unidades_socioculturales1,,True,24,158.963156,1724.000000,21242438.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:sistemas_de_vida1,,True,24,161.363453,339.000000,21287166.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:SILVOPASTORIL,,True,24,25.523399,21.000000,22297930.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:ph,,True,24,161.279996,1256.000000,27206718.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:EXTRACTIVO_FORESTAL_Y_PETROLERO,,True,24,13.827857,47.000000,29275078.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_CAÑA,,True,24,2.032297,7134.000000,30236746.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:CHUQUISACA_TRIGO_PRED_CULT,,True,24,4.547875,32490.000000,30319668.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:MIC_07_06_2018,,True,24,81.110503,198.000000,30540985.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:GANADERIA_LIMITADO,,True,24,55.991003,30.000000,30553128.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:CHUQUISACA_TRIGO,,True,24,4.498971,19773.000000,32447493.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:COD_Mun342_UCR,,True,24,161.260953,348.000000,33514627.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_MAIZ,,True,24,24.285233,10200.000000,33739560.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:BENI_MAIZ,,True,24,2.282456,95676.000000,38710510.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:BENI_ARROZ,,True,24,2682.597019,95675.000000,38805780.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:UH_Nivel3,,True,24,161.353730,66.000000,39108854.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:rios_secundarios,,True,24,158.402158,25670.000000,39506130.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:EXPLOTACION_DE_YACIMIENTOS_MINEROS,,True,24,69.500865,235.000000,40359088.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:PROTECCION_Y_VIDA_SILVESTRE,,True,24,151.072621,56.000000,41142584.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:PASTOREO_EXTENSIVO,,True,24,58.068240,224.000000,41492058.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:SCZ_quema2023,,True,24,44.210142,9609.000000,46747785.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:GANADERIA,,True,24,141.838779,166.000000,47624636.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:Carencia_de_servicios_basicos_VBP,,True,24,161.334846,1314.000000,58200214.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_CAÑA_PRED_CULT,,True,24,1.686041,8927.000000,60619686.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:TURISTICO_ESCENICO,,True,24,117.476646,205.000000,61116814.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:BEN_quema2023,,True,24,35.633341,14608.000000,76253760.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_ARROZ_PRED_CULT,,True,24,4.112436,11777.000000,85472755.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:PROYECTOS_EN_CUENCAS_NIVEL_5,,True,24,86.841699,264.000000,87378245.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:FORESTAL_MADERABLE,,True,24,103.645888,125.000000,89343450.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:plan_de_uso_suelo,,True,24,161.241634,8334.000000,134640770.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:CULTIVOS_AGRICOLAS_MERCADO_LOCAL,,True,24,86.980739,184.000000,141886669.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:AGROPECUARIO,,True,24,33.197042,177.000000,143869246.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:FORESTAL_MADERABLE_Y_NO_MADERABLE,,True,24,63.855715,47.000000,147824438.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_SOYA,,True,24,30.429776,79137.000000,151642319.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:CHUQUISACA_MAIZ,,True,24,9.591759,371652.000000,192590066.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:LPZ_quema2023,,True,24,14.222841,4942.000000,192814107.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:UH_Nivel5,,True,24,161.353730,1996.000000,196247119.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,bolivia:SANTA_CRUZ_SOYA_PRED_CULT,,True,24,24.446677,31236.000000,265124921.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:CULTIVOS_AGRICOLAS,,True,24,159.112091,299.000000,353210614.000000,0,0,False,2026-04-12,,
mdryt.observatorioagro,ppbr:CBA_quema2023,,True,24,5.916355,8068.000000,562826907.000000,0,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:vw_temperatura_max,,True,24,168.750000,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:vw_municipio,,True,24,161.366330,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:vw_departamento,,True,24,161.363451,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agrometeorologico:temperatura_min_vista,,True,24,157.057114,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agrometeorologico:humedad_max_vista,,True,24,149.840685,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agrometeorologico:humedad_min_vista,,True,24,149.840685,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agrometeorologico:temperatura_max_vista,,True,24,149.840685,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agrometeorologico:viento_max_vista,,True,24,149.840685,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agrometeorologico:precipitacion_vista,,True,24,142.865802,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:vw_precipitacion_20250925,,True,24,142.865802,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:estacion_meteorologica_view,,True,24,91.965273,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_predio_invierno_2024_2025_maiz,,True,24,56.469619,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_produccion_invierno_2024_2025_maiz,,True,24,54.409442,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_produccion_verano_2024_2025_maiz,,True,24,52.860421,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_predio_verano_2024_2025_maiz,,True,24,48.265723,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:PAPA_PREDIOS,,True,24,46.084440,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:MAIZ_PREDIOS,,True,24,45.383996,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:YUCA_PREDIOS,,True,24,39.332655,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:CEBADA_PREDIOS,,True,24,39.093535,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:HABA_PREDIOS,,True,24,35.872327,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_produccion_verano_2024_2025_soya,,True,24,35.485124,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:CEBOLLA_PREDIOS,,True,24,33.490008,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_predio_verano_2024_2025_soya,,True,24,28.756783,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_predio_invierno_2024_2025_arroz,,True,24,16.293380,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_produccion_invierno_2024_2025_arroz,,True,24,15.424040,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:TRIGO_PREDIOS,,True,24,15.207108,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_predio_invierno_2024_2025_soya,,True,24,13.479668,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_produccion_invierno_2024_2025_soya,,True,24,12.975478,,,1,0,False,2026-04-12,,
mdryt.geougrcc,pg_satagro:FREJOL_PREDIOS,,True,24,10.655207,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_predio_verano_2024_2025_arroz,,True,24,6.976726,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_produccion_verano_2024_2025_arroz,,True,24,6.662124,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_predio_verano_2024_2025_trigo,,True,24,6.430654,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_produccion_verano_2024_2025_trigo,,True,24,6.235521,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_predio_invierno_2024_2025_trigo,,True,24,3.768774,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_produccion_invierno_2024_2025_trigo,,True,24,3.622704,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_produccion_verano_2024_2025_cana,,True,24,2.022159,,,1,0,False,2026-04-12,,
mdryt.geougrcc,agricola:vw_predio_verano_2024_2025_cana,,True,24,1.679258,,,1,0,False,2026-04-12,,
mhe.geoportal,geonode:aopl_test,,True,16,64800.000000,1.000000,411.000000,0,0,False,2026-04-12,,
mhe.geoportal,geonode:Casa_maquinasSJ1,,True,16,0.000000,1.000000,478.000000,0,0,False,2026-04-12,,
mhe.geoportal,geonode:Tunel_COMB_10_opt_10_F,,True,16,0.000392,1.000000,581.000000,0,0,False,2026-04-12,,
mhe.geoportal,geonode:Puntos_intake_COMB_10_opt_10_F,,True,16,0.000000,1.000000,711.000000,0,0,False,2026-04-12,,
mhe.geoportal,geonode:Trazoline1,,True,16,0.000174,2.000000,764.000000,0,0,False,2026-04-12,,
mhe.geoportal,geonode:Puntos_PH_COMB_10_opt_10_F,,True,16,0.000000,1.000000,770.000000,0,0,False,2026-04-12,,
mhe.geoportal,geonode:Datos_Jmmy,,True,16,0.358664,3.000000,807.000000,0,0,False,2026-04-12,,
mhe.geoportal,geonode:Test_hogares,,True,16,19.541670,3.000000,811.000000,0,0,False,2026-04-12,,
mhe.geoportal,geonode:Linea_Quetena,,True,16,0.024099,1.000000,1229.000000,0,0,False,2026-04-12,,
mhe.geoportal,geonode:Datos_jimmy2,,True,16,1013.173366,5.000000,1281.000000,0,0,False,2026-04-12,,
